id	single.id	child.adult	sex	box	rando.order	trial	model	comb.detail	comb.sum	comb.sumsum	time.screen	aoi.prop	trial.per.condition	trial.overall
3991	24	24.2	2	0	1	3	16	Anna	R1-NC2	NC-R	NC-R	219	0.674311926605505	6	16
3993	24	24.2	2	0	1	3	17	Hanna	PI2-NC2	NC-PI	NC-PI	228	0.798245614035088	6	17
3995	24	24.2	2	0	1	3	18	Trinh	R1-R2	R-R	Same	214	0.334905660377358	4	18
3997	24	24.2	2	0	1	3	19	Anna	R1-PI2	PI-R	PI-R	214	0.350467289719626	3	19
3999	24	24.2	2	0	1	3	20	Han	R2-PI2	PI-R	PI-R	205	0.409756097560976	4	20
4001	24	24.2	2	0	1	3	21	Anna	NC1-PI2	NC-PI	NC-PI	205	0.819512195121951	7	21
4003	24	24.2	2	0	1	3	22	Hanna	NC1-NC2	NC-NC	Same	213	0.7981220657277	5	22
4005	24	24.2	2	0	1	3	23	Han	PI1-PI2	PI-PI	Same	224	0.705357142857143	6	23
4007	24	24.2	2	0	1	3	24	Hanna	R1-PI1	PI-R	PI-R	213	0.427230046948357	5	24
4009	24	24.2	2	0	1	3	25	Han	R2-PI2	PI-R	PI-R	208	0.173076923076923	6	25
4011	24	24.2	2	0	1	3	26	Anna	R1-NC2	NC-R	NC-R	201	0.825870646766169	7	26
4013	24	24.2	2	0	1	3	27	Han	PI1-NC1	NC-PI	NC-PI	219	0.538812785388128	8	27
4015	24	24.2	2	0	1	3	28	Anna	R1-PI2	PI-R	PI-R	176	0.460227272727273	7	28
4017	24	24.2	2	0	1	3	29	Trinh	PI1-R2	PI-R	PI-R	228	0.618421052631579	8	29
4019	24	24.2	2	0	1	3	30	Hanna	R2-NC2	NC-R	NC-R	227	0.418502202643172	8	30
4021	24	24.2	2	0	3	3	1	Trinh	PI2-NC2	NC-PI	NC-PI	228	0.925438596491228	1	31
4023	24	24.2	2	0	3	3	2	Anna	R1-PI1	PI-R	PI-R	218	1	1	32
4025	24	24.2	2	0	3	3	3	Trinh	NC1-R2	NC-R	NC-R	215	0.790697674418605	1	33
4027	24	24.2	2	0	3	3	4	Bernie	NC1-PI2	NC-PI	NC-PI	223	0.95067264573991	2	34
4029	24	24.2	2	0	3	3	5	Trinh	R1-NC1	NC-R	NC-R	223	0.883408071748879	2	35
4031	24	24.2	2	0	3	3	6	Han	PI1-NC2	NC-PI	NC-PI	220	0.122727272727273	3	36
4033	24	24.2	2	0	3	3	7	Anna	NC1-NC2	NC-NC	Same	224	0.533632286995516	1	37
4035	24	24.2	2	0	3	3	8	Bernie	PI1-R2	PI-R	PI-R	219	1	2	38
4037	24	24.2	2	0	3	3	9	Han	PI1-NC2	NC-PI	NC-PI	228	0.515555555555556	4	39
4039	24	24.2	2	0	3	3	10	Bernie	PI1-NC1	NC-PI	NC-PI	230	0.569565217391304	5	40
4041	24	24.2	2	0	3	3	11	Trinh	R1-NC1	NC-R	NC-R	219	0.671232876712329	3	41
4043	24	24.2	2	0	3	3	12	Bernie	R1-R2	R-R	Same	216	0.518518518518518	2	42
4045	24	24.2	2	0	3	3	13	Han	R2-NC2	NC-R	NC-R	210	0.831730769230769	4	43
4047	24	24.2	2	0	3	3	14	Bernie	R2-PI2	PI-R	PI-R	228	0.442982456140351	3	44
4049	24	24.2	2	0	3	3	15	Hanna	R1-NC2	NC-R	NC-R	224	0.611607142857143	5	45
4051	24	24.2	2	0	3	3	16	Trinh	PI2-NC2	NC-PI	NC-PI	220	0.613636363636364	6	46
4053	24	24.2	2	0	3	3	17	Bernie	R1-R2	R-R	Same	223	0.524663677130045	3	47
4055	24	24.2	2	0	3	3	18	Anna	NC1-NC2	NC-NC	Same	222	0.68018018018018	4	48
4057	24	24.2	2	0	3	3	19	Bernie	R1-PI2	PI-R	PI-R	224	0.455357142857143	4	49
4059	24	24.2	2	0	3	3	20	Hanna	PI1-PI2	PI-PI	Same	232	0.474137931034483	5	50
4061	24	24.2	2	0	3	3	21	Bernie	R2-PI2	PI-R	PI-R	221	0.248868778280543	5	51
4063	24	24.2	2	0	3	3	22	Anna	R1-PI1	PI-R	PI-R	226	0.394618834080717	6	52
4065	24	24.2	2	0	3	3	23	Bernie	NC1-PI2	NC-PI	NC-PI	165	0.493827160493827	7	53
4067	24	24.2	2	0	3	3	24	Hanna	PI1-PI2	PI-PI	Same	213	0.427230046948357	6	54
4069	24	24.2	2	0	3	3	25	Bernie	PI1-NC1	NC-PI	NC-PI	218	0.523148148148148	8	55
4071	24	24.2	2	0	3	3	26	Han	R2-NC2	NC-R	NC-R	204	0.544117647058823	6	56
4073	24	24.2	2	0	3	3	27	Trinh	NC1-R2	NC-R	NC-R	186	0.842696629213483	7	57
4075	24	24.2	2	0	3	3	28	Bernie	PI1-R2	PI-R	PI-R	231	0.415584415584416	7	58
4077	24	24.2	2	0	3	3	29	Hanna	R1-NC2	NC-R	NC-R	224	0.419642857142857	8	59
4079	24	24.2	2	0	3	3	30	Bernie	R1-PI2	PI-R	PI-R	224	0.633928571428571	8	60
4081	25	25.1	1	0	1	2	1	Hanna	PI2-NC2	NC-PI	NC-PI	236	0.800847457627119	1	1
4083	25	25.1	1	0	1	2	2	Trinh	NC1-R2	NC-R	NC-R	239	0.770212765957447	1	2
4085	25	25.1	1	0	1	2	3	Hanna	R1-PI1	PI-R	PI-R	238	0.0714285714285714	1	3
4087	25	25.1	1	0	1	2	4	Han	PI1-NC1	NC-PI	NC-PI	227	0.066079295154185	2	4
4089	25	25.1	1	0	1	2	5	Hanna	R2-NC2	NC-R	NC-R	242	0.0743801652892562	2	5
4091	25	25.1	1	0	1	2	6	Anna	R1-PI2	PI-R	PI-R	235	0.251063829787234	2	6
4093	25	25.1	1	0	1	2	7	Han	PI1-NC1	NC-PI	NC-PI	237	0.126582278481013	3	7
4095	25	25.1	1	0	1	2	8	Trinh	NC1-R2	NC-R	NC-R	219	0.146118721461187	3	8
4097	25	25.1	1	0	1	2	9	Anna	R1-PI2	PI-R	PI-R	187	0.866310160427808	3	9
4099	25	25.1	1	0	1	2	10	Trinh	R1-R2	R-R	Same	215	0.0697674418604651	1	10
4101	25	25.1	1	0	1	2	11	Hanna	R2-NC2	NC-R	NC-R	219	0.880952380952381	4	11
4103	25	25.1	1	0	1	2	12	Han	R1-NC1	NC-R	NC-R	245	1	5	12
4105	25	25.1	1	0	1	2	13	Trinh	PI1-R2	PI-R	PI-R	232	0.855140186915888	4	13
4107	25	25.1	1	0	1	2	14	Anna	R1-NC2	NC-R	NC-R	226	0.906077348066298	6	14
4109	25	25.1	1	0	1	2	15	Hanna	NC1-NC2	NC-NC	Same	236	0.711864406779661	2	15
4111	25	25.1	1	0	1	2	16	Trinh	PI1-R2	PI-R	PI-R	221	0.257918552036199	5	16
4113	25	25.1	1	0	1	2	17	Han	PI1-PI2	PI-PI	Same	1	NA	3	17
4115	25	25.1	1	0	1	2	18	Anna	PI1-NC2	NC-PI	NC-PI	200	0.805	4	18
4117	25	25.1	1	0	1	2	19	Hanna	NC1-NC2	NC-NC	Same	145	0.0827586206896552	4	19
4119	25	25.1	1	0	1	2	20	Anna	NC1-PI2	NC-PI	NC-PI	202	0.762376237623762	5	20
4121	25	25.1	1	0	1	2	21	Han	PI1-PI2	PI-PI	Same	156	0.756410256410256	5	21
4123	25	25.1	1	0	1	2	22	Han	R2-PI2	PI-R	PI-R	199	0.437185929648241	6	22
4125	25	25.1	1	0	1	2	23	Hanna	PI2-NC2	NC-PI	NC-PI	168	0.119047619047619	6	23
4127	25	25.1	1	0	1	2	24	Han	R1-NC1	NC-R	NC-R	197	0	7	24
4129	25	25.1	1	0	1	2	25	Trinh	R1-R2	R-R	Same	221	0.85972850678733	6	25
4131	25	25.1	1	0	1	2	26	Anna	NC1-PI2	NC-PI	NC-PI	186	0	7	26
4133	25	25.1	1	0	1	2	27	Hanna	R1-PI1	PI-R	PI-R	239	1	7	27
4135	25	25.1	1	0	1	2	28	Anna	PI1-NC2	NC-PI	NC-PI	239	0.179916317991632	8	28
4137	25	25.1	1	0	1	2	29	Han	R2-PI2	PI-R	PI-R	234	0.0641025641025641	8	29
4139	25	25.1	1	0	1	2	30	Anna	R1-NC2	NC-R	NC-R	186	0.80379746835443	8	30
4141	25	25.1	1	0	3	2	1	Trinh	NC1-R2	NC-R	NC-R	230	0.944954128440367	1	31
4143	25	25.1	1	0	3	2	2	Hanna	PI1-PI2	PI-PI	Same	218	0.41743119266055	1	32
4145	25	25.1	1	0	3	2	3	Anna	R1-PI1	PI-R	PI-R	232	0.875	1	33
4147	25	25.1	1	0	3	2	4	Bernie	PI1-NC1	NC-PI	NC-PI	227	0.648888888888889	1	34
4149	25	25.1	1	0	3	2	5	Trinh	PI2-NC2	NC-PI	NC-PI	235	1	2	35
4151	25	25.1	1	0	3	2	6	Bernie	PI1-NC1	NC-PI	NC-PI	208	1	3	36
4153	25	25.1	1	0	3	2	7	Han	R2-NC2	NC-R	NC-R	227	0.506607929515419	2	37
4155	25	25.1	1	0	3	2	8	Bernie	R1-PI2	PI-R	PI-R	234	1	2	38
4157	25	25.1	1	0	3	2	9	Trinh	NC1-R2	NC-R	NC-R	240	1	3	39
4159	25	25.1	1	0	3	2	10	Bernie	R1-R2	R-R	Same	195	0.92436974789916	2	40
4161	25	25.1	1	0	3	2	11	Han	R2-NC2	NC-R	NC-R	237	0.995652173913044	4	41
4163	25	25.1	1	0	3	2	12	Trinh	R1-NC1	NC-R	NC-R	222	0.427927927927928	5	42
4165	25	25.1	1	0	3	2	13	Bernie	PI1-R2	PI-R	PI-R	208	0.317307692307692	3	43
4167	25	25.1	1	0	3	2	14	Anna	NC1-NC2	NC-NC	Same	223	0.390134529147982	3	44
4169	25	25.1	1	0	3	2	15	Bernie	PI1-R2	PI-R	PI-R	202	0.534653465346535	4	45
4171	25	25.1	1	0	3	2	16	Hanna	R1-NC2	NC-R	NC-R	233	0.815450643776824	6	46
4173	25	25.1	1	0	3	2	17	Bernie	R1-PI2	PI-R	PI-R	227	0.898678414096916	5	47
4175	25	25.1	1	0	3	2	18	Trinh	PI2-NC2	NC-PI	NC-PI	238	0.302521008403361	4	48
4177	25	25.1	1	0	3	2	19	Bernie	NC1-PI2	NC-PI	NC-PI	156	0.519230769230769	5	49
4179	25	25.1	1	0	3	2	20	Anna	NC1-NC2	NC-NC	Same	214	0.61214953271028	4	50
4181	25	25.1	1	0	3	2	21	Bernie	NC1-PI2	NC-PI	NC-PI	172	0.22093023255814	6	51
4183	25	25.1	1	0	3	2	22	Hanna	PI1-PI2	PI-PI	Same	226	0.18141592920354	5	52
4185	25	25.1	1	0	3	2	23	Bernie	R2-PI2	PI-R	PI-R	227	1	6	53
4187	25	25.1	1	0	3	2	24	Trinh	R1-NC1	NC-R	NC-R	79	1	7	54
4189	25	25.1	1	0	3	2	25	Hanna	R1-NC2	NC-R	NC-R	234	0.452991452991453	8	55
4191	25	25.1	1	0	3	2	26	Han	PI1-NC2	NC-PI	NC-PI	230	0.465217391304348	7	56
4193	25	25.1	1	0	3	2	27	Anna	R1-PI1	PI-R	PI-R	212	0.367924528301887	7	57
4195	25	25.1	1	0	3	2	28	Bernie	R1-PI2	PI-R	PI-R	222	0.27027027027027	8	58
4197	25	25.1	1	0	3	2	29	Han	PI1-NC2	NC-PI	NC-PI	223	1	8	59
4199	25	25.1	1	0	3	2	30	Bernie	R1-R2	R-R	Same	234	0.213675213675214	6	60
4201	25	25.2	2	0	1	2	1	Hanna	PI2-NC2	NC-PI	NC-PI	30	1	1	1
4203	25	25.2	2	0	1	2	2	Trinh	NC1-R2	NC-R	NC-R	40	1	1	2
4205	25	25.2	2	0	1	2	3	Hanna	R1-PI1	PI-R	PI-R	35	0.151515151515152	1	3
4207	25	25.2	2	0	1	2	4	Han	PI1-NC1	NC-PI	NC-PI	93	1	2	4
4209	25	25.2	2	0	1	2	5	Hanna	R2-NC2	NC-R	NC-R	49	1	2	5
4211	25	25.2	2	0	1	2	6	Anna	R1-PI2	PI-R	PI-R	25	0.36	2	6
4213	25	25.2	2	0	1	2	7	Han	PI1-NC1	NC-PI	NC-PI	80	0.7875	3	7
4215	25	25.2	2	0	1	2	8	Trinh	NC1-R2	NC-R	NC-R	40	0.815789473684211	3	8
4217	25	25.2	2	0	1	2	9	Anna	R1-PI2	PI-R	PI-R	15	0.9	3	9
4221	25	25.2	2	0	1	2	11	Hanna	R2-NC2	NC-R	NC-R	21	0.333333333333333	4	10
4223	25	25.2	2	0	1	2	12	Han	R1-NC1	NC-R	NC-R	25	0.956521739130435	5	11
4225	25	25.2	2	0	1	2	13	Trinh	PI1-R2	PI-R	PI-R	70	0.911764705882353	4	12
4229	25	25.2	2	0	1	2	15	Hanna	NC1-NC2	NC-NC	Same	14	0.5	1	13
4231	25	25.2	2	0	1	2	16	Trinh	PI1-R2	PI-R	PI-R	11	0	5	14
4233	25	25.2	2	0	1	2	17	Han	PI1-PI2	PI-PI	Same	15	1	2	15
4239	25	25.2	2	0	1	2	20	Anna	NC1-PI2	NC-PI	NC-PI	17	0.941176470588235	4	16
4241	25	25.2	2	0	1	2	21	Han	PI1-PI2	PI-PI	Same	4	0	3	17
4243	25	25.2	2	0	1	2	22	Han	R2-PI2	PI-R	PI-R	28	0.962962962962963	6	18
4245	25	25.2	2	0	1	2	23	Hanna	PI2-NC2	NC-PI	NC-PI	9	1	5	19
4251	25	25.2	2	0	1	2	26	Anna	NC1-PI2	NC-PI	NC-PI	37	1	6	20
4253	25	25.2	2	0	1	2	27	Hanna	R1-PI1	PI-R	PI-R	60	0.678571428571429	7	21
4255	25	25.2	2	0	1	2	28	Anna	PI1-NC2	NC-PI	NC-PI	41	1	7	22
4257	25	25.2	2	0	1	2	29	Han	R2-PI2	PI-R	PI-R	5	0.666666666666667	8	23
4259	25	25.2	2	0	1	2	30	Anna	R1-NC2	NC-R	NC-R	9	0.25	6	24
4261	25	25.2	2	0	3	2	1	Trinh	NC1-R2	NC-R	NC-R	18	0.944444444444444	1	25
4263	25	25.2	2	0	3	2	2	Hanna	PI1-PI2	PI-PI	Same	16	1	1	26
4269	25	25.2	2	0	3	2	5	Trinh	PI2-NC2	NC-PI	NC-PI	63	1	1	27
4271	25	25.2	2	0	3	2	6	Bernie	PI1-NC1	NC-PI	NC-PI	61	0.80327868852459	2	28
4277	25	25.2	2	0	3	2	9	Trinh	NC1-R2	NC-R	NC-R	29	0.689655172413793	2	29
4279	25	25.2	2	0	3	2	10	Bernie	R1-R2	R-R	Same	38	0.567567567567568	2	30
4281	25	25.2	2	0	3	2	11	Han	R2-NC2	NC-R	NC-R	112	1	3	31
4283	25	25.2	2	0	3	2	12	Trinh	R1-NC1	NC-R	NC-R	12	0	4	32
4285	25	25.2	2	0	3	2	13	Bernie	PI1-R2	PI-R	PI-R	28	0.285714285714286	1	33
4291	25	25.2	2	0	3	2	16	Hanna	R1-NC2	NC-R	NC-R	50	0.18	5	34
4293	25	25.2	2	0	3	2	17	Bernie	R1-PI2	PI-R	PI-R	19	0.0555555555555556	2	35
4295	25	25.2	2	0	3	2	18	Trinh	PI2-NC2	NC-PI	NC-PI	2	0	3	36
4299	25	25.2	2	0	3	2	20	Anna	NC1-NC2	NC-NC	Same	46	1	3	37
4301	25	25.2	2	0	3	2	21	Bernie	NC1-PI2	NC-PI	NC-PI	53	0.433962264150943	4	38
4303	25	25.2	2	0	3	2	22	Hanna	PI1-PI2	PI-PI	Same	62	0.152542372881356	4	39
4309	25	25.2	2	0	3	2	25	Hanna	R1-NC2	NC-R	NC-R	40	0.975	6	40
4311	25	25.2	2	0	3	2	26	Han	PI1-NC2	NC-PI	NC-PI	20	1	5	41
4319	25	25.2	2	0	3	2	30	Bernie	R1-R2	R-R	Same	35	0.314285714285714	5	42
4321	26	26.1	1	0	1	3	1	Hanna	PI1-NC2	NC-PI	NC-PI	54	0.796296296296296	1	1
4323	26	26.1	1	0	1	3	2	Trinh	NC1-R2	NC-R	NC-R	174	0.890804597701149	1	2
4325	26	26.1	1	0	1	3	3	Hanna	R1-PI1	PI-R	PI-R	168	1	1	3
4327	26	26.1	1	0	1	3	4	Anna	NC1-PI2	NC-PI	NC-PI	75	0.698630136986301	2	4
4329	26	26.1	1	0	1	3	5	Han	R1-NC1	NC-R	NC-R	131	0.541984732824427	2	5
4331	26	26.1	1	0	1	3	6	Trinh	NC1-R2	NC-R	NC-R	45	0.644444444444444	3	6
4333	26	26.1	1	0	1	3	7	Anna	PI1-NC2	NC-PI	NC-PI	226	1	3	7
4335	26	26.1	1	0	1	3	8	Hanna	NC1-NC2	NC-NC	Same	42	0	1	8
4337	26	26.1	1	0	1	3	9	Han	PI1-PI2	PI-PI	Same	135	0.592592592592593	2	9
4339	26	26.1	1	0	1	3	10	Anna	PI1-NC2	NC-PI	NC-PI	16	1	4	10
4341	26	26.1	1	0	1	3	11	Han	PI1-NC1	NC-PI	NC-PI	110	0.218181818181818	5	11
4343	26	26.1	1	0	1	3	12	Trinh	PI1-R2	PI-R	PI-R	162	0.6	2	12
4345	26	26.1	1	0	1	3	13	Han	R1-NC1	NC-R	NC-R	113	0.079646017699115	4	13
4347	26	26.1	1	0	1	3	14	Trinh	R1-R2	R-R	Same	103	0.446601941747573	3	14
4349	26	26.1	1	0	1	3	15	Hanna	R2-NC2	NC-R	NC-R	62	0.854838709677419	5	15
4351	26	26.1	1	0	1	3	16	Anna	R1-NC2	NC-R	NC-R	118	0.567796610169492	6	16
4353	26	26.1	1	0	1	3	17	Hanna	PI2-NC2	NC-PI	NC-PI	141	0.234042553191489	6	17
4355	26	26.1	1	0	1	3	18	Trinh	R1-R2	R-R	Same	104	0.528846153846154	4	18
4357	26	26.1	1	0	1	3	19	Anna	R1-PI2	PI-R	PI-R	44	0	3	19
4359	26	26.1	1	0	1	3	20	Han	R2-PI2	PI-R	PI-R	42	0.692307692307692	4	20
4361	26	26.1	1	0	1	3	21	Anna	NC1-PI2	NC-PI	NC-PI	27	0	7	21
4363	26	26.1	1	0	1	3	22	Hanna	NC1-NC2	NC-NC	Same	52	0.923076923076923	5	22
4365	26	26.1	1	0	1	3	23	Han	PI1-PI2	PI-PI	Same	15	1	6	23
4367	26	26.1	1	0	1	3	24	Hanna	R1-PI1	PI-R	PI-R	6	1	5	24
4369	26	26.1	1	0	1	3	25	Han	R2-PI2	PI-R	PI-R	22	0.272727272727273	6	25
4371	26	26.1	1	0	1	3	26	Anna	R1-NC2	NC-R	NC-R	21	1	7	26
4373	26	26.1	1	0	1	3	27	Han	PI1-NC1	NC-PI	NC-PI	23	1	8	27
4375	26	26.1	1	0	1	3	28	Anna	R1-PI2	PI-R	PI-R	29	0.620689655172414	7	28
4377	26	26.1	1	0	1	3	29	Trinh	PI1-R2	PI-R	PI-R	76	0.894736842105263	8	29
4379	26	26.1	1	0	1	3	30	Hanna	R2-NC2	NC-R	NC-R	186	0	8	30
4381	26	26.1	1	0	3	3	1	Trinh	PI2-NC2	NC-PI	NC-PI	195	0.381443298969072	1	31
4383	26	26.1	1	0	3	3	2	Anna	R1-PI1	PI-R	PI-R	147	0.755102040816326	1	32
4385	26	26.1	1	0	3	3	3	Trinh	NC1-R2	NC-R	NC-R	165	0.363636363636364	1	33
4387	26	26.1	1	0	3	3	4	Bernie	NC1-PI2	NC-PI	NC-PI	129	0.193798449612403	2	34
4389	26	26.1	1	0	3	3	5	Trinh	R1-NC1	NC-R	NC-R	131	0.358778625954198	2	35
4391	26	26.1	1	0	3	3	6	Han	PI1-NC2	NC-PI	NC-PI	118	0.567796610169492	3	36
4393	26	26.1	1	0	3	3	7	Anna	NC1-NC2	NC-NC	Same	114	0.508771929824561	1	37
4395	26	26.1	1	0	3	3	8	Bernie	PI1-R2	PI-R	PI-R	57	0.631578947368421	2	38
4397	26	26.1	1	0	3	3	9	Han	PI1-NC2	NC-PI	NC-PI	98	0.714285714285714	4	39
4399	26	26.1	1	0	3	3	10	Bernie	PI1-NC1	NC-PI	NC-PI	137	0.956204379562044	5	40
4401	26	26.1	1	0	3	3	11	Trinh	R1-NC1	NC-R	NC-R	129	1	3	41
4403	26	26.1	1	0	3	3	12	Bernie	R1-R2	R-R	Same	116	0.706896551724138	2	42
4405	26	26.1	1	0	3	3	13	Han	R2-NC2	NC-R	NC-R	108	0.592592592592593	4	43
4407	26	26.1	1	0	3	3	14	Bernie	R2-PI2	PI-R	PI-R	135	0.118518518518519	3	44
4409	26	26.1	1	0	3	3	15	Hanna	R1-NC2	NC-R	NC-R	95	0.673684210526316	5	45
4411	26	26.1	1	0	3	3	16	Trinh	PI2-NC2	NC-PI	NC-PI	87	0.67816091954023	6	46
4413	26	26.1	1	0	3	3	17	Bernie	R1-R2	R-R	Same	75	0.72	3	47
4415	26	26.1	1	0	3	3	18	Anna	NC1-NC2	NC-NC	Same	70	0.471428571428571	4	48
4417	26	26.1	1	0	3	3	19	Bernie	R1-PI2	PI-R	PI-R	48	0.708333333333333	4	49
4419	26	26.1	1	0	3	3	20	Hanna	PI1-PI2	PI-PI	Same	141	0.0709219858156028	5	50
4421	26	26.1	1	0	3	3	21	Bernie	R2-PI2	PI-R	PI-R	131	0.129770992366412	5	51
4423	26	26.1	1	0	3	3	22	Anna	R1-PI1	PI-R	PI-R	168	0.904761904761905	6	52
4425	26	26.1	1	0	3	3	23	Bernie	NC1-PI2	NC-PI	NC-PI	61	1	7	53
4427	26	26.1	1	0	3	3	24	Hanna	PI1-PI2	PI-PI	Same	128	0.828125	6	54
4433	26	26.1	1	0	3	3	27	Trinh	NC1-R2	NC-R	NC-R	135	0.881481481481482	6	55
4435	26	26.1	1	0	3	3	28	Bernie	PI1-R2	PI-R	PI-R	135	0.162962962962963	7	56
4437	26	26.1	1	0	3	3	29	Hanna	R1-NC2	NC-R	NC-R	15	0.2	7	57
4439	26	26.1	1	0	3	3	30	Bernie	R1-PI2	PI-R	PI-R	21	0.714285714285714	8	58
4441	26	26.2	2	0	1	3	1	Hanna	PI1-NC2	NC-PI	NC-PI	222	0.594594594594595	1	1
4443	26	26.2	2	0	1	3	2	Trinh	NC1-R2	NC-R	NC-R	228	0.766519823788546	1	2
4445	26	26.2	2	0	1	3	3	Hanna	R1-PI1	PI-R	PI-R	231	0.640692640692641	1	3
4447	26	26.2	2	0	1	3	4	Anna	NC1-PI2	NC-PI	NC-PI	219	0.621004566210046	2	4
4449	26	26.2	2	0	1	3	5	Han	R1-NC1	NC-R	NC-R	234	0.82051282051282	2	5
4451	26	26.2	2	0	1	3	6	Trinh	NC1-R2	NC-R	NC-R	223	0.751173708920188	3	6
4453	26	26.2	2	0	1	3	7	Anna	PI1-NC2	NC-PI	NC-PI	217	0.691244239631336	3	7
4455	26	26.2	2	0	1	3	8	Hanna	NC1-NC2	NC-NC	Same	219	0.529680365296804	1	8
4457	26	26.2	2	0	1	3	9	Han	PI1-PI2	PI-PI	Same	224	0.754464285714286	2	9
4459	26	26.2	2	0	1	3	10	Anna	PI1-NC2	NC-PI	NC-PI	210	0.638095238095238	4	10
4461	26	26.2	2	0	1	3	11	Han	PI1-NC1	NC-PI	NC-PI	210	0.60952380952381	5	11
4463	26	26.2	2	0	1	3	12	Trinh	PI1-R2	PI-R	PI-R	230	0.678260869565217	2	12
4465	26	26.2	2	0	1	3	13	Han	R1-NC1	NC-R	NC-R	231	0.748917748917749	4	13
4467	26	26.2	2	0	1	3	14	Trinh	R1-R2	R-R	Same	222	0.382882882882883	3	14
4469	26	26.2	2	0	1	3	15	Hanna	R2-NC2	NC-R	NC-R	238	0.852941176470588	5	15
4471	26	26.2	2	0	1	3	16	Anna	R1-NC2	NC-R	NC-R	237	0.890295358649789	6	16
4473	26	26.2	2	0	1	3	17	Hanna	PI2-NC2	NC-PI	NC-PI	227	0.682819383259912	6	17
4475	26	26.2	2	0	1	3	18	Trinh	R1-R2	R-R	Same	224	0.607142857142857	4	18
4477	26	26.2	2	0	1	3	19	Anna	R1-PI2	PI-R	PI-R	237	0.864978902953586	3	19
4479	26	26.2	2	0	1	3	20	Han	R2-PI2	PI-R	PI-R	225	0.72	4	20
4481	26	26.2	2	0	1	3	21	Anna	NC1-PI2	NC-PI	NC-PI	218	0.628440366972477	7	21
4483	26	26.2	2	0	1	3	22	Hanna	NC1-NC2	NC-NC	Same	208	0.360576923076923	5	22
4485	26	26.2	2	0	1	3	23	Han	PI1-PI2	PI-PI	Same	212	0.424528301886792	6	23
4487	26	26.2	2	0	1	3	24	Hanna	R1-PI1	PI-R	PI-R	234	0.841880341880342	5	24
4489	26	26.2	2	0	1	3	25	Han	R2-PI2	PI-R	PI-R	240	0.858333333333333	6	25
4491	26	26.2	2	0	1	3	26	Anna	R1-NC2	NC-R	NC-R	233	0.888412017167382	7	26
4493	26	26.2	2	0	1	3	27	Han	PI1-NC1	NC-PI	NC-PI	208	0.427884615384615	8	27
4495	26	26.2	2	0	1	3	28	Anna	R1-PI2	PI-R	PI-R	181	0.794444444444444	7	28
4497	26	26.2	2	0	1	3	29	Trinh	PI1-R2	PI-R	PI-R	234	0.747863247863248	8	29
4499	26	26.2	2	0	1	3	30	Hanna	R2-NC2	NC-R	NC-R	237	0.729957805907173	8	30
4501	26	26.2	2	0	3	3	1	Trinh	PI2-NC2	NC-PI	NC-PI	219	0.684931506849315	1	31
4503	26	26.2	2	0	3	3	2	Anna	R1-PI1	PI-R	PI-R	231	0.844155844155844	1	32
4505	26	26.2	2	0	3	3	3	Trinh	NC1-R2	NC-R	NC-R	225	0.106666666666667	1	33
4507	26	26.2	2	0	3	3	4	Bernie	NC1-PI2	NC-PI	NC-PI	232	1	2	34
4509	26	26.2	2	0	3	3	5	Trinh	R1-NC1	NC-R	NC-R	212	0.740566037735849	2	35
4511	26	26.2	2	0	3	3	6	Han	PI1-NC2	NC-PI	NC-PI	219	0.34703196347032	3	36
4513	26	26.2	2	0	3	3	7	Anna	NC1-NC2	NC-NC	Same	214	0.373831775700935	1	37
4515	26	26.2	2	0	3	3	8	Bernie	PI1-R2	PI-R	PI-R	225	0.844444444444444	2	38
4517	26	26.2	2	0	3	3	9	Han	PI1-NC2	NC-PI	NC-PI	220	0.818181818181818	4	39
4519	26	26.2	2	0	3	3	10	Bernie	PI1-NC1	NC-PI	NC-PI	230	0.834782608695652	5	40
4521	26	26.2	2	0	3	3	11	Trinh	R1-NC1	NC-R	NC-R	229	0.672489082969432	3	41
4523	26	26.2	2	0	3	3	12	Bernie	R1-R2	R-R	Same	220	0.290909090909091	2	42
4525	26	26.2	2	0	3	3	13	Han	R2-NC2	NC-R	NC-R	230	0.791304347826087	4	43
4527	26	26.2	2	0	3	3	14	Bernie	R2-PI2	PI-R	PI-R	220	0.545454545454545	3	44
4529	26	26.2	2	0	3	3	15	Hanna	R1-NC2	NC-R	NC-R	216	0.810185185185185	5	45
4531	26	26.2	2	0	3	3	16	Trinh	PI2-NC2	NC-PI	NC-PI	224	0.330357142857143	6	46
4533	26	26.2	2	0	3	3	17	Bernie	R1-R2	R-R	Same	223	0.600896860986547	3	47
4535	26	26.2	2	0	3	3	18	Anna	NC1-NC2	NC-NC	Same	225	0.684444444444444	4	48
4537	26	26.2	2	0	3	3	19	Bernie	R1-PI2	PI-R	PI-R	226	0.561946902654867	4	49
4539	26	26.2	2	0	3	3	20	Hanna	PI1-PI2	PI-PI	Same	235	0.246808510638298	5	50
4541	26	26.2	2	0	3	3	21	Bernie	R2-PI2	PI-R	PI-R	222	0.594594594594595	5	51
4543	26	26.2	2	0	3	3	22	Anna	R1-PI1	PI-R	PI-R	229	0.416666666666667	6	52
4545	26	26.2	2	0	3	3	23	Bernie	NC1-PI2	NC-PI	NC-PI	167	0.29940119760479	7	53
4547	26	26.2	2	0	3	3	24	Hanna	PI1-PI2	PI-PI	Same	223	0.426008968609865	6	54
