complete.dyad	id	child.adult	sex	box	rando.order	trial	model	comb.detail 	comb.sum	action 	side	time.aoi	time.screen
1	25	1	0	2	2	14	Bernie	PI1-NC1		NC1	2	217	232
1	25	1	0	2	2	15	Trinh	R1-NC2		R1	1	88	233
1	25	1	0	2	2	15	Trinh	R1-NC2		NC2	2	145	233
1	25	1	0	2	2	16	Hanna	PI1-NC2		NC2	1	59	165
1	25	1	0	2	2	16	Hanna	PI1-NC2		PI1	2	106	165
1	25	1	0	2	2	17	Bernie	NC1-R2		R2	1	0	79
1	25	1	0	2	2	17	Bernie	NC1-R2		NC1	2	79	79
1	25	1	0	2	2	18	Han	PI1-PI2		PI2	1	148	226
1	25	1	0	2	2	18	Han	PI1-PI2		PI1	2	78	226
1	25	1	0	2	2	19	Hanna	R1-PI2		PI2	1	97	208
1	25	1	0	2	2	19	Hanna	R1-PI2		R1	2	111	208
1	25	1	0	2	2	20	Anna	R1-NC1		NC1	1	26	93
1	25	1	0	2	2	20	Anna	R1-NC1		R1	2	67	93
1	25	1	0	2	2	21	Hanna	R2-NC2		NC2	1	12	233
1	25	1	0	2	2	21	Hanna	R2-NC2		R2	2	221	233
1	25	1	0	2	2	22	Trinh	R1-NC2		NC2	1	15	48
1	25	1	0	2	2	22	Trinh	R1-NC2		R1	2	33	48
1	25	1	0	2	2	23	Bernie	NC1-R2		NC1	1	30	44
1	25	1	0	2	2	23	Bernie	NC1-R2		R2	2	14	44
1	25	1	0	2	2	24	Anna	R1-NC1		R1	1	32	42
1	25	1	0	2	2	24	Anna	R1-NC1		NC1	2	10	42
1	25	1	0	2	2	25	Bernie	PI1-NC1		NC1	1	27	128
1	25	1	0	2	2	25	Bernie	PI1-NC1		PI1	2	101	128
1	25	1	0	2	2	26	Han	NC1-NC2		NC2	1	56	183
1	25	1	0	2	2	26	Han	NC1-NC2		NC1	2	127	183
1	25	1	0	2	2	27	Hanna	PI1-NC2		PI1	1	72	233
1	25	1	0	2	2	27	Hanna	PI1-NC2		NC2	2	152	233
1	25	1	0	2	2	28	Han	PI2-NC2		NC2	1	29	242
1	25	1	0	2	2	28	Han	PI2-NC2		PI2	2	213	242
1	25	1	0	2	2	29	Bernie	R1-PI1		PI1	1	36	237
1	25	1	0	2	2	29	Bernie	R1-PI1		R1	2	201	237
1	25	1	0	2	2	30	Trinh	R2-PI2		PI2	1	45	209
1	25	1	0	2	2	30	Trinh	R2-PI2		R2	2	164	209
1	25	1	0	3	2	1	Trinh	NC1-R2		NC1	1	12	230
1	25	1	0	3	2	1	Trinh	NC1-R2		R2	2	206	230
1	25	1	0	3	2	2	Hanna	PI1-PI2		PI1	1	127	218
1	25	1	0	3	2	2	Hanna	PI1-PI2		PI2	2	91	218
1	25	1	0	3	2	3	Anna	R1-PI1		PI1	1	29	232
1	25	1	0	3	2	3	Anna	R1-PI1		R1	2	203	232
1	25	1	0	3	2	4	Bernie	PI1-NC1		PI1	1	146	227
1	25	1	0	3	2	4	Bernie	PI1-NC1		NC1	2	79	227
1	25	1	0	3	2	5	Trinh	PI2-NC2		NC2	1	0	235
1	25	1	0	3	2	5	Trinh	PI2-NC2		PI2	2	235	235
1	25	1	0	3	2	6	Bernie	PI1-NC1		NC1	1	0	208
1	25	1	0	3	2	6	Bernie	PI1-NC1		PI1	2	208	208
1	25	1	0	3	2	7	Han	R2-NC2		R2	1	115	227
1	25	1	0	3	2	7	Han	R2-NC2		NC2	2	112	227
1	25	1	0	3	2	8	Bernie	R1-PI2		PI2	1	0	234
1	25	1	0	3	2	8	Bernie	R1-PI2		R1	2	234	234
1	25	1	0	3	2	9	Trinh	NC1-R2		NC1	1	0	240
1	25	1	0	3	2	9	Trinh	NC1-R2		R2	2	240	240
1	25	1	0	3	2	10	Bernie	R1-R2		R1	1	9	195
1	25	1	0	3	2	10	Bernie	R1-R2		R2	2	110	195
1	25	1	0	3	2	11	Han	R2-NC2		NC2	1	1	237
1	25	1	0	3	2	11	Han	R2-NC2		R2	2	229	237
1	25	1	0	3	2	12	Trinh	R1-NC1		R1	1	95	222
1	25	1	0	3	2	12	Trinh	R1-NC1		NC1	2	127	222
1	25	1	0	3	2	13	Bernie	PI1-R2		R2	1	66	208
1	25	1	0	3	2	13	Bernie	PI1-R2		PI1	2	142	208
1	25	1	0	3	2	14	Anna	NC1-NC2		NC2	1	87	223
1	25	1	0	3	2	14	Anna	NC1-NC2		NC1	2	136	223
1	25	1	0	3	2	15	Bernie	PI1-R2		PI1	1	94	202
1	25	1	0	3	2	15	Bernie	PI1-R2		R2	2	108	202
1	25	1	0	3	2	16	Hanna	R1-NC2		NC2	1	43	233
1	25	1	0	3	2	16	Hanna	R1-NC2		R1	2	190	233
1	25	1	0	3	2	17	Bernie	R1-PI2		R1	1	204	227
1	25	1	0	3	2	17	Bernie	R1-PI2		PI2	2	23	227
1	25	1	0	3	2	18	Trinh	PI2-NC2		PI2	1	72	238
1	25	1	0	3	2	18	Trinh	PI2-NC2		NC2	2	166	238
1	25	1	0	3	2	19	Bernie	NC1-PI2		NC1	1	75	156
1	25	1	0	3	2	19	Bernie	NC1-PI2		PI2	2	81	156
1	25	1	0	3	2	20	Anna	NC1-NC2		NC1	1	83	214
1	25	1	0	3	2	20	Anna	NC1-NC2		NC2	2	131	214
1	25	1	0	3	2	21	Bernie	NC1-PI2		PI2	1	38	172
1	25	1	0	3	2	21	Bernie	NC1-PI2		NC1	2	134	172
1	25	1	0	3	2	22	Hanna	PI1-PI2		PI2	1	41	226
1	25	1	0	3	2	22	Hanna	PI1-PI2		PI1	2	185	226
1	25	1	0	3	2	23	Bernie	R2-PI2		R2	1	227	227
1	25	1	0	3	2	23	Bernie	R2-PI2		PI2	2	0	227
1	25	1	0	3	2	24	Trinh	R1-NC1		NC1	1	0	79
1	25	1	0	3	2	24	Trinh	R1-NC1		R1	2	79	79
1	25	1	0	3	2	25	Hanna	R1-NC2		R1	1	106	234
1	25	1	0	3	2	25	Hanna	R1-NC2		NC2	2	128	234
1	25	1	0	3	2	26	Han	PI1-NC2		PI1	1	107	230
1	25	1	0	3	2	26	Han	PI1-NC2		NC2	2	123	230
1	25	1	0	3	2	27	Anna	R1-PI1		R1	1	78	212
1	25	1	0	3	2	27	Anna	R1-PI1		PI1	2	134	212
1	25	1	0	3	2	28	Bernie	R1-PI2		R1	1	60	222
1	25	1	0	3	2	28	Bernie	R1-PI2		PI2	2	162	222
1	25	1	0	3	2	29	Han	PI1-NC2		NC2	1	0	223
1	25	1	0	3	2	29	Han	PI1-NC2		PI1	2	223	223
1	25	1	0	3	2	30	Bernie	R1-R2		R2	1	50	234
1	25	1	0	3	2	30	Bernie	R1-R2		R1	2	184	234
1	25	2	0	1	2	1	Hanna	PI2-NC2		NC2	1	0	30
1	25	2	0	1	2	1	Hanna	PI2-NC2		PI2	2	30	30
1	25	2	0	1	2	2	Trinh	NC1-R2		NC1	1	0	40
1	25	2	0	1	2	2	Trinh	NC1-R2		R2	2	38	40
1	25	2	0	1	2	3	Hanna	R1-PI1		R1	1	5	35
1	25	2	0	1	2	3	Hanna	R1-PI1		PI1	2	28	35
1	25	2	0	1	2	4	Han	PI1-NC1		PI1	1	93	93
1	25	2	0	1	2	4	Han	PI1-NC1		NC1	2	0	93
1	25	2	0	1	2	5	Hanna	R2-NC2		R2	1	47	49
1	25	2	0	1	2	5	Hanna	R2-NC2		NC2	2	0	49
1	25	2	0	1	2	6	Anna	R1-PI2		R1	1	9	25
1	25	2	0	1	2	6	Anna	R1-PI2		PI2	2	16	25
1	25	2	0	1	2	7	Han	PI1-NC1		NC1	1	17	80
1	25	2	0	1	2	7	Han	PI1-NC1		PI1	2	63	80
1	25	2	0	1	2	8	Trinh	NC1-R2		R2	1	31	40
1	25	2	0	1	2	8	Trinh	NC1-R2		NC1	2	7	40
1	25	2	0	1	2	9	Anna	R1-PI2		PI2	1	1	15
1	25	2	0	1	2	9	Anna	R1-PI2		R1	2	9	15
1	25	2	0	1	2	10	Trinh	R1-R2		R2	1	0	0
1	25	2	0	1	2	10	Trinh	R1-R2		R1	2	0	0
1	25	2	0	1	2	11	Hanna	R2-NC2		NC2	1	14	21
1	25	2	0	1	2	11	Hanna	R2-NC2		R2	2	7	21
1	25	2	0	1	2	12	Han	R1-NC1		R1	1	22	25
1	25	2	0	1	2	12	Han	R1-NC1		NC1	2	1	25
1	25	2	0	1	2	13	Trinh	PI1-R2		PI1	1	6	70
1	25	2	0	1	2	13	Trinh	PI1-R2		R2	2	62	70
1	25	2	0	1	2	14	Anna	R1-NC2		NC2	1	0	0
1	25	2	0	1	2	14	Anna	R1-NC2		R1	2	0	0
1	25	2	0	1	2	15	Hanna	NC1-NC2		NC1	1	7	14
1	25	2	0	1	2	15	Hanna	NC1-NC2		NC2	2	7	14
1	25	2	0	1	2	16	Trinh	PI1-R2		R2	1	0	11
1	25	2	0	1	2	16	Trinh	PI1-R2		PI1	2	11	11
1	25	2	0	1	2	17	Han	PI1-PI2		PI2	1	15	15
1	25	2	0	1	2	17	Han	PI1-PI2		PI1	2	0	15
1	25	2	0	1	2	18	Anna	PI1-NC2		NC2	1	0	0
1	25	2	0	1	2	18	Anna	PI1-NC2		PI1	2	0	0
1	25	2	0	1	2	19	Hanna	NC1-NC2		NC2	1	0	0
1	25	2	0	1	2	19	Hanna	NC1-NC2		NC1	2	0	0
1	25	2	0	1	2	20	Anna	NC1-PI2		NC1	1	1	17
1	25	2	0	1	2	20	Anna	NC1-PI2		PI2	2	16	17
1	25	2	0	1	2	21	Han	PI1-PI2		PI1	1	4	4
1	25	2	0	1	2	21	Han	PI1-PI2		PI2	2	0	4
1	25	2	0	1	2	22	Han	R2-PI2		R2	1	26	28
1	25	2	0	1	2	22	Han	R2-PI2		PI2	2	1	28
1	25	2	0	1	2	23	Hanna	PI2-NC2		PI2	1	9	9
1	25	2	0	1	2	23	Hanna	PI2-NC2		NC2	2	0	9
1	25	2	0	1	2	24	Han	R1-NC1		NC1	1	0	0
1	25	2	0	1	2	24	Han	R1-NC1		R1	2	0	0
1	25	2	0	1	2	25	Trinh	R1-R2		R1	1	0	0
1	25	2	0	1	2	25	Trinh	R1-R2		R2	2	0	0
1	25	2	0	1	2	26	Anna	NC1-PI2		PI2	1	37	37
1	25	2	0	1	2	26	Anna	NC1-PI2		NC1	2	0	37
1	25	2	0	1	2	27	Hanna	R1-PI1		PI1	1	18	60
1	25	2	0	1	2	27	Hanna	R1-PI1		R1	2	38	60
1	25	2	0	1	2	28	Anna	PI1-NC2		PI1	1	40	41
1	25	2	0	1	2	28	Anna	PI1-NC2		NC1	2	0	41
1	25	2	0	1	2	29	Han	R2-PI2		PI2	1	1	5
1	25	2	0	1	2	29	Han	R2-PI2		R2	2	2	5
1	25	2	0	1	2	30	Anna	R1-NC2		NC2	1	6	9
1	25	2	0	1	2	30	Anna	R1-NC2		R1	2	2	9
1	25	2	0	2	2	1	Anna	NC1-R2		R2	1	134	207
1	25	2	0	2	2	1	Anna	NC1-R2		NC1	2	73	207
1	25	2	0	2	2	2	Han	PI2-NC2		PI2	1	79	136
1	25	2	0	2	2	2	Han	PI2-NC2		NC2	2	57	136
1	25	2	0	2	2	3	Bernie	R1-PI1		R1	1	85	171
1	25	2	0	2	2	3	Bernie	R1-PI1		PI1	2	86	171
1	25	2	0	2	2	4	Hanna	R1-PI2		R1	1	68	164
1	25	2	0	2	2	4	Hanna	R1-PI2		PI2	2	95	164
1	25	2	0	2	2	5	Trinh	R1-R2		R1	1	0	216
1	25	2	0	2	2	5	Trinh	R1-R2		R2	2	216	216
1	25	2	0	2	2	6	Anna	NC1-R2		NC1	1	3	218
1	25	2	0	2	2	6	Anna	NC1-R2		R2	2	215	218
1	25	2	0	2	2	7	Trinh	R1-R2		R2	1	20	177
1	25	2	0	2	2	7	Trinh	R1-R2		R1	2	156	177
1	25	2	0	2	2	8	Hanna	R2-NC2		R2	1	121	143
1	25	2	0	2	2	8	Hanna	R2-NC2		NC2	2	21	143
1	25	2	0	2	2	9	Trinh	R2-PI2		R2	1	95	180
1	25	2	0	2	2	9	Trinh	R2-PI2		PI2	2	85	180
1	25	2	0	2	2	10	Anna	PI1-R2		R2	1	53	189
1	25	2	0	2	2	10	Anna	PI1-R2		PI1	2	134	189
1	25	2	0	2	2	11	Han	NC1-NC2		NC1	1	51	147
1	25	2	0	2	2	11	Han	NC1-NC2		NC2	2	96	147
1	25	2	0	2	2	12	Anna	PI1-R2		PI1	1	21	85
1	25	2	0	2	2	12	Anna	PI1-R2		R2	2	63	85
1	25	2	0	2	2	13	Han	PI1-PI2		PI1	1	34	164
1	25	2	0	2	2	13	Han	PI1-PI2		PI2	2	128	164
1	25	2	0	2	2	14	Bernie	PI1-NC1		PI1	1	0	202
1	25	2	0	2	2	14	Bernie	PI1-NC1		NC1	2	202	202
1	25	2	0	2	2	15	Trinh	R1-NC2		R1	1	122	131
1	25	2	0	2	2	15	Trinh	R1-NC2		NC2	2	9	131
1	25	2	0	2	2	16	Hanna	PI1-NC2		NC2	1	34	161
1	25	2	0	2	2	16	Hanna	PI1-NC2		PI1	2	127	161
1	25	2	0	2	2	17	Bernie	NC1-R2		R2	1	122	134
1	25	2	0	2	2	17	Bernie	NC1-R2		NC1	2	12	134
1	25	2	0	2	2	18	Han	PI1-PI2		PI2	1	60	165
1	25	2	0	2	2	18	Han	PI1-PI2		PI1	2	105	165
1	25	2	0	2	2	19	Hanna	R1-PI2		PI2	1	38	189
1	25	2	0	2	2	19	Hanna	R1-PI2		R1	2	151	189
1	25	2	0	2	2	20	Anna	R1-NC1		NC1	1	30	201
1	25	2	0	2	2	20	Anna	R1-NC1		R1	2	171	201
1	25	2	0	2	2	21	Hanna	R2-NC2		NC2	1	91	175
1	25	2	0	2	2	21	Hanna	R2-NC2		R2	2	84	175
1	25	2	0	2	2	22	Trinh	R1-NC2		NC2	1	45	75
1	25	2	0	2	2	22	Trinh	R1-NC2		R1	2	30	75
1	25	2	0	2	2	23	Bernie	NC1-R2		NC1	1	61	119
1	25	2	0	2	2	23	Bernie	NC1-R2		R2	2	58	119
1	25	2	0	2	2	24	Anna	R1-NC1		R1	1	26	66
1	25	2	0	2	2	24	Anna	R1-NC1		NC1	2	38	66
1	25	2	0	2	2	25	Bernie	PI1-NC1		NC1	1	40	122
1	25	2	0	2	2	25	Bernie	PI1-NC1		PI1	2	82	122
1	25	2	0	2	2	26	Han	NC1-NC2		NC2	1	29	190
1	25	2	0	2	2	26	Han	NC1-NC2		NC1	2	160	190
1	25	2	0	2	2	27	Hanna	PI1-NC2		PI1	1	87	161
1	25	2	0	2	2	27	Hanna	PI1-NC2		NC2	2	69	161
1	25	2	0	2	2	28	Han	PI2-NC2		NC2	1	43	137
1	25	2	0	2	2	28	Han	PI2-NC2		PI2	2	94	137
1	25	2	0	2	2	29	Bernie	R1-PI1		PI1	1	61	128
1	25	2	0	2	2	29	Bernie	R1-PI1		R1	2	67	128
1	25	2	0	2	2	30	Trinh	R2-PI2		PI2	1	51	162
1	25	2	0	2	2	30	Trinh	R2-PI2		R2	2	111	162
1	25	2	0	3	2	1	Trinh	NC1-R2		NC1	1	1	18
1	25	2	0	3	2	1	Trinh	NC1-R2		R2	2	17	18
1	25	2	0	3	2	2	Hanna	PI1-PI2		PI1	1	0	16
1	25	2	0	3	2	2	Hanna	PI1-PI2		PI2	2	16	16
1	25	2	0	3	2	3	Anna	R1-PI1		PI1	1	0	0
1	25	2	0	3	2	3	Anna	R1-PI1		R1	2	0	0
1	25	2	0	3	2	4	Bernie	PI1-NC1		PI1	1	0	0
1	25	2	0	3	2	4	Bernie	PI1-NC1		NC1	2	0	0
1	25	2	0	3	2	5	Trinh	PI2-NC2		NC2	1	0	63
1	25	2	0	3	2	5	Trinh	PI2-NC2		PI2	2	63	63
1	25	2	0	3	2	6	Bernie	PI1-NC1		NC1	1	12	61
1	25	2	0	3	2	6	Bernie	PI1-NC1		PI1	2	49	61
1	25	2	0	3	2	7	Han	R2-NC2		R2	1	0	0
1	25	2	0	3	2	7	Han	R2-NC2		NC2	2	0	0
1	25	2	0	3	2	8	Bernie	R1-PI2		PI2	1	0	0
1	25	2	0	3	2	8	Bernie	R1-PI2		R1	2	0	0
1	25	2	0	3	2	9	Trinh	NC1-R2		NC1	1	9	29
1	25	2	0	3	2	9	Trinh	NC1-R2		R2	2	20	29
1	25	2	0	3	2	10	Bernie	R1-R2		R1	1	16	38
1	25	2	0	3	2	10	Bernie	R1-R2		R2	2	21	38
1	25	2	0	3	2	11	Han	R2-NC2		NC2	1	0	112
1	25	2	0	3	2	11	Han	R2-NC2		R2	2	112	112
1	25	2	0	3	2	12	Trinh	R1-NC1		R1	1	0	12
1	25	2	0	3	2	12	Trinh	R1-NC1		NC1	2	12	12
1	25	2	0	3	2	13	Bernie	PI1-R2		R2	1	8	28
1	25	2	0	3	2	13	Bernie	PI1-R2		PI1	2	20	28
1	25	2	0	3	2	14	Anna	NC1-NC2		NC2	1	0	0
1	25	2	0	3	2	14	Anna	NC1-NC2		NC1	2	0	0
1	25	2	0	3	2	15	Bernie	PI1-R2		PI1	1	0	0
1	25	2	0	3	2	15	Bernie	PI1-R2		R2	2	0	0
1	25	2	0	3	2	16	Hanna	R1-NC2		NC2	1	41	50
1	25	2	0	3	2	16	Hanna	R1-NC2		R1	2	9	50
1	25	2	0	3	2	17	Bernie	R1-PI2		R1	1	1	19
1	25	2	0	3	2	17	Bernie	R1-PI2		PI2	2	17	19
1	25	2	0	3	2	18	Trinh	PI2-NC2		PI2	1	0	2
1	25	2	0	3	2	18	Trinh	PI2-NC2		NC2	2	2	2
1	25	2	0	3	2	19	Bernie	NC1-PI2		NC1	1	0	0
1	25	2	0	3	2	19	Bernie	NC1-PI2		PI2	2	0	0
1	25	2	0	3	2	20	Anna	NC1-NC2		NC1	1	0	46
1	25	2	0	3	2	20	Anna	NC1-NC2		NC2	2	46	46
1	25	2	0	3	2	21	Bernie	NC1-PI2		PI2	1	23	53
1	25	2	0	3	2	21	Bernie	NC1-PI2		NC1	2	30	53
1	25	2	0	3	2	22	Hanna	PI1-PI2		PI2	1	9	62
1	25	2	0	3	2	22	Hanna	PI1-PI2		PI1	2	50	62
1	25	2	0	3	2	23	Bernie	R2-PI2		R2	1	0	0
1	25	2	0	3	2	23	Bernie	R2-PI2		PI2	2	0	0
1	25	2	0	3	2	24	Trinh	R1-NC1		NC1	1	0	0
1	25	2	0	3	2	24	Trinh	R1-NC1		R1	2	0	0
1	25	2	0	3	2	25	Hanna	R1-NC2		R1	1	39	40
1	25	2	0	3	2	25	Hanna	R1-NC2		NC2	2	1	40
1	25	2	0	3	2	26	Han	PI1-NC2		PI1	1	20	20
1	25	2	0	3	2	26	Han	PI1-NC2		NC2	2	0	20
1	25	2	0	3	2	27	Anna	R1-PI1		R1	1	0	0
1	25	2	0	3	2	27	Anna	R1-PI1		PI1	2	0	0
1	25	2	0	3	2	28	Bernie	R1-PI2		R1	1	0	0
1	25	2	0	3	2	28	Bernie	R1-PI2		PI2	2	0	0
1	25	2	0	3	2	29	Han	PI1-NC2		NC2	1	0	0
1	25	2	0	3	2	29	Han	PI1-NC2		PI1	2	0	0
1	25	2	0	3	2	30	Bernie	R1-R2		R2	1	11	35
1	25	2	0	3	2	30	Bernie	R1-R2		R1	2	24	35
1	26	1	0	1	3	1	Hanna	PI1-NC2		PI1	1	43	54
1	26	1	0	1	3	1	Hanna	PI1-NC2		NC2	2	11	54
1	26	1	0	1	3	2	Trinh	NC1-R2		R2	1	155	174
1	26	1	0	1	3	2	Trinh	NC1-R2		NC1	2	19	174
1	26	1	0	1	3	3	Hanna	R1-PI1		PI1	1	0	168
1	26	1	0	1	3	3	Hanna	R1-PI1		R1	2	168	168
1	26	1	0	1	3	4	Anna	NC1-PI2		PI2	1	51	75
1	26	1	0	1	3	4	Anna	NC1-PI2		NC1	2	22	75
1	26	1	0	1	3	5	Han	R1-NC1		R1	1	71	131
1	26	1	0	1	3	5	Han	R1-NC1		NC1	2	60	131
1	26	1	0	1	3	6	Trinh	NC1-R2		NC1	1	16	45
1	26	1	0	1	3	6	Trinh	NC1-R2		R2	2	29	45
1	26	1	0	1	3	7	Anna	PI1-NC2		PI1	1	226	226
1	26	1	0	1	3	7	Anna	PI1-NC2		NC2	2	0	226
1	26	1	0	1	3	8	Hanna	NC1-NC2		NC2	1	0	42
1	26	1	0	1	3	8	Hanna	NC1-NC2		NC1	2	42	42
1	26	1	0	1	3	9	Han	PI1-PI2		PI1	1	55	135
1	26	1	0	1	3	9	Han	PI1-PI2		PI2	2	80	135
1	26	1	0	1	3	10	Anna	PI1-NC2		NC2	1	0	16
1	26	1	0	1	3	10	Anna	PI1-NC2		PI1	2	16	16
1	26	1	0	1	3	11	Han	PI1-NC1		NC1	1	86	110
1	26	1	0	1	3	11	Han	PI1-NC1		PI1	2	24	110
1	26	1	0	1	3	12	Trinh	PI1-R2		R2	1	96	162
1	26	1	0	1	3	12	Trinh	PI1-R2		PI1	2	64	162
1	26	1	0	1	3	13	Han	R1-NC1		NC1	1	104	113
1	26	1	0	1	3	13	Han	R1-NC1		R1	2	9	113
1	26	1	0	1	3	14	Trinh	R1-R2		R2	1	46	103
1	26	1	0	1	3	14	Trinh	R1-R2		R1	2	57	103
1	26	1	0	1	3	15	Hanna	R2-NC2		R2	1	53	62
1	26	1	0	1	3	15	Hanna	R2-NC2		NC2	2	9	62
1	26	1	0	1	3	16	Anna	R1-NC2		R1	1	67	118
1	26	1	0	1	3	16	Anna	R1-NC2		NC2	2	51	118
1	26	1	0	1	3	17	Hanna	PI2-NC2		NC2	1	108	141
1	26	1	0	1	3	17	Hanna	PI2-NC2		PI2	2	33	141
1	26	1	0	1	3	18	Trinh	R1-R2		R1	1	49	104
1	26	1	0	1	3	18	Trinh	R1-R2		R2	2	55	104
1	26	1	0	1	3	19	Anna	R1-PI2		R1	1	0	44
1	26	1	0	1	3	19	Anna	R1-PI2		PI2	2	44	44
1	26	1	0	1	3	20	Han	R2-PI2		PI2	1	12	42
1	26	1	0	1	3	20	Han	R2-PI2		R2	2	27	42
1	26	1	0	1	3	21	Anna	NC1-PI2		NC1	1	27	27
1	26	1	0	1	3	21	Anna	NC1-PI2		PI2	2	0	27
1	26	1	0	1	3	22	Hanna	NC1-NC2		NC1	1	4	52
1	26	1	0	1	3	22	Hanna	NC1-NC2		NC2	2	48	52
1	26	1	0	1	3	23	Han	PI1-PI2		PI2	1	15	15
1	26	1	0	1	3	23	Han	PI1-PI2		PI1	2	0	15
1	26	1	0	1	3	24	Hanna	R1-PI1		R1	1	6	6
1	26	1	0	1	3	24	Hanna	R1-PI1		PI1	2	0	6
1	26	1	0	1	3	25	Han	R2-PI2		R2	1	6	22
1	26	1	0	1	3	25	Han	R2-PI2		PI2	2	16	22
1	26	1	0	1	3	26	Anna	R1-NC2		NC2	1	0	21
1	26	1	0	1	3	26	Anna	R1-NC2		R1	2	21	21
1	26	1	0	1	3	27	Han	PI1-NC1		PI1	1	23	23
1	26	1	0	1	3	27	Han	PI1-NC1		NC1	2	0	23
1	26	1	0	1	3	28	Anna	R1-PI2		PI2	1	11	29
1	26	1	0	1	3	28	Anna	R1-PI2		R1	2	18	29
1	26	1	0	1	3	29	Trinh	PI1-R2		R2	1	68	76
1	26	1	0	1	3	29	Trinh	PI1-R2		PI1	2	8	76
1	26	1	0	1	3	30	Hanna	R2-NC2		NC2	1	167	186
1	26	1	0	1	3	30	Hanna	R2-NC2		R2	2	0	186
1	26	1	0	2	3	1	Han	PI2-NC2		PI2	1	177	223
1	26	1	0	2	3	1	Han	PI2-NC2		NC2	2	46	223
1	26	1	0	2	3	2	Bernie	R1-PI1		R1	1	148	191
1	26	1	0	2	3	2	Bernie	R1-PI1		PI1	2	33	191
1	26	1	0	2	3	3	Anna	NC1-R2		NC1	1	0	173
1	26	1	0	2	3	3	Anna	NC1-R2		R2	2	173	173
1	26	1	0	2	3	4	Bernie	NC1-R2		NC1	1	0	147
1	26	1	0	2	3	4	Bernie	NC1-R2		R2	2	141	147
1	26	1	0	2	3	5	Anna	R1-NC1		R1	1	4	61
1	26	1	0	2	3	5	Anna	R1-NC1		NC1	2	57	61
1	26	1	0	2	3	6	Hanna	PI1-NC2		PI1	1	71	199
1	26	1	0	2	3	6	Hanna	PI1-NC2		NC2	2	103	199
1	26	1	0	2	3	7	Han	NC1-NC2		NC1	1	120	179
1	26	1	0	2	3	7	Han	NC1-NC2		NC2	2	59	179
1	26	1	0	2	3	8	Anna	PI1-R2		R2	1	161	230
1	26	1	0	2	3	8	Anna	PI1-R2		PI1	2	50	230
1	26	1	0	2	3	9	Hanna	PI1-NC2		NC2	1	102	205
1	26	1	0	2	3	9	Hanna	PI1-NC2		PI1	2	48	205
1	26	1	0	2	3	10	Bernie	PI1-NC1		PI1	1	103	199
1	26	1	0	2	3	10	Bernie	PI1-NC1		NC1	2	93	199
1	26	1	0	2	3	11	Anna	R1-NC1		NC1	1	57	199
1	26	1	0	2	3	11	Anna	R1-NC1		R1	2	142	199
1	26	1	0	2	3	12	Trinh	R1-R2		R2	1	196	200
1	26	1	0	2	3	12	Trinh	R1-R2		R1	2	3	200
1	26	1	0	2	3	13	Anna	PI1-R2		PI1	1	36	187
1	26	1	0	2	3	13	Anna	PI1-R2		R2	2	151	187
1	26	1	0	2	3	14	Hanna	R2-NC2		NC2	1	113	164
1	26	1	0	2	3	14	Hanna	R2-NC2		R2	2	51	164
1	26	1	0	2	3	15	Trinh	R1-NC2		NC2	1	0	98
1	26	1	0	2	3	15	Trinh	R1-NC2		R1	2	98	98
1	26	1	0	2	3	16	Han	PI2-NC2		NC2	1	36	143
1	26	1	0	2	3	16	Han	PI2-NC2		PI2	2	107	143
1	26	1	0	2	3	17	Trinh	R1-R2		R1	1	43	217
1	26	1	0	2	3	17	Trinh	R1-R2		R2	2	173	217
1	26	1	0	2	3	18	Hanna	R1-PI2		R1	1	120	208
1	26	1	0	2	3	18	Hanna	R1-PI2		PI2	2	86	208
1	26	1	0	2	3	19	Trinh	R2-PI2		PI2	1	59	226
1	26	1	0	2	3	19	Trinh	R2-PI2		R2	2	155	226
1	26	1	0	2	3	20	Bernie	NC1-R2		R2	1	176	210
1	26	1	0	2	3	20	Bernie	NC1-R2		NC1	2	34	210
1	26	1	0	2	3	21	Han	PI1-PI2		PI2	1	16	146
1	26	1	0	2	3	21	Han	PI1-PI2		PI1	2	114	146
1	26	1	0	2	3	22	Bernie	R1-PI1		PI1	1	42	135
1	26	1	0	2	3	22	Bernie	R1-PI1		R1	2	79	135
1	26	1	0	2	3	23	Trinh	R1-NC2		R1	1	18	157
1	26	1	0	2	3	23	Trinh	R1-NC2		NC2	2	139	157
1	26	1	0	2	3	24	Bernie	PI1-NC1		NC1	1	60	170
1	26	1	0	2	3	24	Bernie	PI1-NC1		PI1	2	85	170
1	26	1	0	2	3	25	Hanna	R1-PI2		PI2	1	54	185
1	26	1	0	2	3	25	Hanna	R1-PI2		R1	2	131	185
1	26	1	0	2	3	26	Trinh	R2-PI2		R2	1	211	211
1	26	1	0	2	3	26	Trinh	R2-PI2		PI2	2	0	211
1	26	1	0	2	3	27	Hanna	R2-NC2		R2	1	84	132
1	26	1	0	2	3	27	Hanna	R2-NC2		NC2	2	48	132
1	26	1	0	2	3	28	Han	PI1-PI2		PI1	1	68	196
1	26	1	0	2	3	28	Han	PI1-PI2		PI2	2	89	196
1	26	1	0	2	3	29	Anna	NC1-R2		R2	1	38	99
1	26	1	0	2	3	29	Anna	NC1-R2		NC1	2	61	99
1	26	1	0	2	3	30	Han	NC1-NC2		NC2	1	107	201
1	26	1	0	2	3	30	Han	NC1-NC2		NC1	2	94	201
